,Nº,NJ,Denominación,ProducciónTotal,CantidaddeJuicios,(Créditos/Activos),(Dispon.+Invers.)/Deudasc/Aseg.,(Dispon.+Invers.+Inmuebles)/Deudasc/Aseg.,(Dispon.+Invers.+Inmueb.)/(Deudasc/Aseg.+Comp.Técn.),(Inversiones+Inmuebles)/Activos,Superávit/CapitalRequerido,(Dispon.+Invers.)/CompromisosExigibles,Fecha,Categoría,% Mercado
2499,14.0,A,ASSURANT,1.16534387612812,19.0,23.9994074561372,0.0,0.0,202.34461861695,73.1830655637392,76.3759984480738,47.06900934393984,2012-12,Patrimoniales y Mixtas,1.71
2500,15.0,A,BBVA CONSOLIDAR ,0.824970325073653,132.0,47.7026309508271,309.249374723487,311.49500243127,133.214585850978,49.5077460630181,77.6408602098121,74.61030658332768,2012-12,Patrimoniales y Mixtas,1.21
2501,16.0,A,BENEFICIO ,0.0361965583671386,0.0,54.5723820938407,388.621052160512,388.621052160512,149.282191311502,36.3853720407989,12.4953848217582,12.423635905194152,2012-12,Patrimoniales y Mixtas,0.05
2502,17.0,A,BERKLEY,0.848429075102186,453.0,35.4548707574995,260.327987894106,266.787956405465,179.006348110482,62.3019021784512,275.506331646645,5.240190260650076,2012-12,Patrimoniales y Mixtas,1.25
2503,18.0,C,BERNARDINO RIVADAVIA,1.83448444509428,4957.0,48.1069725721463,118.595636288137,118.935724339085,81.4310514100087,43.7829107824782,79.7571425619062,88.19867593388307,2012-12,Patrimoniales y Mixtas,2.7
2504,19.0,A,BHN,0.086830001124672,2.0,48.7789976583197,839.084220921982,839.084220921982,188.03889199285,46.9756131661253,79.533125,1.8116242693380733,2012-12,Patrimoniales y Mixtas,0.13
2505,20.0,A,BOSTON,0.482897645556546,1851.0,70.7305583043206,76.3279447063777,79.3756191111931,44.1324920564664,10.770496750231,6.07296855542635,2.789098336553042,2012-12,Patrimoniales y Mixtas,0.71
2506,21.0,A,BRADESCO,0.0,45.0,27.5841649514212,325.180896461245,325.180896461245,325.180896461245,64.2528288945095,154.366466666667,41.781844137966196,2012-12,Patrimoniales y Mixtas,0.0
2507,22.0,O,CAJA DE TUCUMÁN,0.253884335789179,521.0,12.0466679795249,160.401295290992,160.401295290992,141.494664300149,76.488677914025,70.4924715756662,59.2024683631736,2012-12,Patrimoniales y Mixtas,0.37
2508,23.0,A,CAJA GENERALES,5.77014002337818,11747.0,23.9445725381211,116.366282309394,122.024276297887,110.246428624604,67.7029848725621,55.8396105350482,8.446604130474745,2012-12,Patrimoniales y Mixtas,8.49
2509,24.0,A,CALEDONIA,0.0,32.0,42.8098012280521,191.381297498616,191.381297498616,191.381297498616,44.8558004741409,33.8760487596961,0.0,2012-12,Patrimoniales y Mixtas,0.0
2510,25.0,A,CAMINOS PROTEGIDOS,0.0182286760797748,20.0,4.45558972193871,411.277510164316,565.362690433188,402.469868191951,92.94310729792,44.7026111111111,70.16763560176126,2012-12,Patrimoniales y Mixtas,0.03
2511,26.0,A,CARDIF ,1.4395259663392,48.0,39.3798524063606,522.075537492316,522.075537492316,346.312297197661,57.2789730370254,44.6596583356715,7.175491846942555,2012-12,Patrimoniales y Mixtas,2.12
2512,27.0,A,CARUSO,0.411639417746541,217.0,7.15196602952569,461.509412993906,461.509412993906,366.71528466712,84.7785357737117,204.221093778927,37.50868063220453,2012-12,Patrimoniales y Mixtas,0.61
2513,28.0,A,CESCE,0.0123621168499934,3.0,72.7285582803117,301.18778651717,301.18778651717,88.3460156182889,7.00876678158051,97.7745,1.3811515333141182,2012-12,Patrimoniales y Mixtas,0.02
2514,29.0,A,CHUBB,0.469793430312236,176.0,43.4705371926809,349.647727836335,349.647727836335,131.21725280575,50.2763912196878,358.162296739682,49.97524381370403,2012-12,Patrimoniales y Mixtas,0.69
2515,30.0,A,CNP ,0.468262941636197,19.0,11.0158904618298,0.0,0.0,189.13922502022,85.7814945198323,49.9172675383595,12.019546914549798,2012-12,Patrimoniales y Mixtas,0.69
2516,31.0,E,COFACE,0.213648787315956,3.0,31.3544375950961,760.829509296581,760.829509296581,204.641093891599,65.8521299843311,486.052939908947,8.014195062044916,2012-12,Patrimoniales y Mixtas,0.31
2517,32.0,A,COMARSEG,0.000181637678567799,0.0,31.9326001591805,413.326250527894,413.326250527894,442.483670816745,50.5561673435656,54.5929666666667,361.43590487238976,2012-12,Patrimoniales y Mixtas,0.0
2518,33.0,A,COMERCIO,0.995995835439356,2743.0,46.583351461939,106.472266452681,107.577617822072,74.3419200072839,50.2058130678547,27.5670488622716,19.639507124569636,2012-12,Patrimoniales y Mixtas,1.46
2519,34.0,A,CONFLUENCIA,0.0,0.0,0.671452316152357,0.0,0.0,0.0,94.4175260977885,1.03929804402433,0.0,2012-12,Patrimoniales y Mixtas,0.0
2520,35.0,A,CONSTRUCCIÓN,0.00640597174628475,162.0,37.1462096847201,177.557980270451,186.405143087583,178.778873963282,61.1954811394969,-2.88685555555556,3.985220885859607,2012-12,Patrimoniales y Mixtas,0.01
2521,36.0,C,COOP. MUTUAL PATRONAL,0.51254627475692,668.0,37.7134558999597,197.827240681233,199.656022156462,121.667712710626,56.3675436110601,71.305192668776,473.5861954500282,2012-12,Patrimoniales y Mixtas,0.75
2522,37.0,C,COPAN,0.0701511402236051,608.0,32.8759250159436,125.0286737477,129.417981047076,107.115651335494,54.272357536629,263.027258867704,22.644521342360452,2012-12,Patrimoniales y Mixtas,0.1
2523,38.0,A,COSENA,0.0320549006377962,6.0,42.6881808942902,602.997525189366,602.997525189366,202.574554479148,39.0513749543255,11.7038128498997,0.0,2012-12,Patrimoniales y Mixtas,0.05
2524,39.0,A,CRÉDITOS DEL MERCOSUR,0.0,0.0,3.21048072543072,0.0,0.0,0.0,86.2185325957656,58.3487520825624,0.0,2012-12,Patrimoniales y Mixtas,0.0
2525,40.0,A,CRÉDITOS Y GARANTÍAS,0.181218921079885,69.0,55.762005961894,140.080182982034,141.292556737072,102.055651480582,41.5664136312328,118.42316,7.256480252509757,2012-12,Patrimoniales y Mixtas,0.27
2526,41.0,C,DULCE,0.0,0.0,11.6609991695149,0.0,0.0,0.0,61.0212216207,401.708713607872,0.0,2012-12,Patrimoniales y Mixtas,0.0
2527,42.0,A,EQUITATIVA DEL PLATA,0.248656468337403,1039.0,42.8032142108827,123.040993764664,130.076108510933,92.5783577435406,35.7667363860852,80.1127864293816,12.083183171118462,2012-12,Patrimoniales y Mixtas,0.37
2528,43.0,A,ESCUDO ,0.155786438536086,632.0,61.1019758269077,48.8438257562454,89.0338316469228,75.8315920198942,19.8676079872973,12.459437303157,9.354442594784231,2012-12,Patrimoniales y Mixtas,0.23
2529,44.0,A,ESCUDO ,0.155786438536086,632.0,61.1019758269077,48.8438257562454,89.0338316469228,75.8315920198942,19.8676079872973,12.459437303157,9.354442594784231,2012-12,Patrimoniales y Mixtas,0.23
2530,45.0,A,EUROAMÉRICA,0.000360059951200165,0.0,11.5564451138326,0.0,0.0,0.0,88.1689119061353,4.87545025660265,0.0,2012-12,Patrimoniales y Mixtas,0.0
2531,46.0,A,FED. PATRONAL ,5.85008869154558,15848.0,23.2395791730972,140.802288516503,140.949368724959,113.276020268475,72.7390480301559,16.0329166191259,44.763215507123185,2012-12,Patrimoniales y Mixtas,8.6
2532,47.0,A,FIANZAS Y CRÉDITO,0.157024157557267,8.0,76.4099356423228,398.156340875239,398.156340875239,112.419414507901,16.8084869290134,56.4257897435897,0.0,2012-12,Patrimoniales y Mixtas,0.23
2533,48.0,A,GALICIA,1.3668043750553,34.0,38.59666562781,414.702416357092,414.702416357092,222.25882078126,54.639980685999,16.5483448611169,27.04441344825934,2012-12,Patrimoniales y Mixtas,2.01
2534,49.0,A,GENERALI ,0.59012256296609,1535.0,63.9457486555869,127.497956972274,127.497956972274,67.5024937549895,23.4736948778835,56.0526485068501,1.7962674931586204,2012-12,Patrimoniales y Mixtas,0.87
2535,50.0,A,HAMBURGO,0.142813431245959,209.0,26.9022926377566,178.105844894875,179.578634844958,138.245136989161,5.33522784375074,39.7444055555556,120.91321874913227,2012-12,Patrimoniales y Mixtas,0.21
2536,51.0,A,HANSEATICA,0.0295497587435382,2.0,56.6477881858903,78.8569551633283,129.173836516664,85.5398695626492,34.7391722605741,70.7228666666667,1.9865892617547303,2012-12,Patrimoniales y Mixtas,0.04
2537,52.0,A,HDI,0.482515905855302,1425.0,41.9541131241706,213.111083103393,218.850417217647,133.702886553396,54.6291688909735,26.5211431077811,21.270156838415605,2012-12,Patrimoniales y Mixtas,0.71
2538,53.0,A,HOLANDO SUDAMERICANA,0.867344883692417,2829.0,49.564144732165,118.924623270672,125.001271847627,90.8472440888099,45.740163576269,2.66793121674359,3.9862860473280843,2012-12,Patrimoniales y Mixtas,1.28
2539,54.0,A,HORIZONTE,0.378733773633192,4004.0,74.6198160497509,46.1392415259144,58.9396242958516,52.2574059101463,15.8879080075929,4.17091743074521,2.7117712086896377,2012-12,Patrimoniales y Mixtas,0.56
2540,55.0,A,HSBC BUENOS AIRES,3.33714435142065,6316.0,40.7687964979738,110.243315625915,110.272273332088,81.8286115042741,47.8805821980122,11.6299825029268,5.851156412231053,2012-12,Patrimoniales y Mixtas,4.91
2541,56.0,A,IAM,0.0863797132665746,31.0,50.1983096359555,153.230097560234,175.944857513042,85.3391253810643,35.0727553854342,10.1222444704673,0.0,2012-12,Patrimoniales y Mixtas,0.13
2542,57.0,O,INST. ENTRE RÍOS,0.59466844465334,1975.0,29.9423432207446,128.008602883346,135.793060902623,106.16455881353,64.0683915692388,81.5194463481111,83.35799621657215,2012-12,Patrimoniales y Mixtas,0.87
2543,58.0,A,INSTITUTO DE SEGUROS,0.37704781077724703,125.0,32.558151347692,294.781239547445,294.781239547445,235.697559816533,65.3534822731159,2.27127615363265,9.090092187354502,2012-12,Patrimoniales y Mixtas,0.55
2544,59.0,A,INSTITUTO MISIONES,0.0,0.0,61.5348464042969,0.0,0.0,0.0,27.3395858125788,0.306342900906129,0.0,2012-12,Patrimoniales y Mixtas,0.0
2545,60.0,A,INSUR,0.0263551468147044,0.0,46.8317713294957,0.0,0.0,193.895813869598,44.4417543496227,126.631633333333,3.7621551803671927,2012-12,Patrimoniales y Mixtas,0.04
2546,61.0,A,INTERACCIÓN ,0.0752922048178373,7.0,24.5634087287105,119.007806443377,119.007806443377,119.007806443377,72.3723593462424,2.57462261926548,7.391177596738945,2012-12,Patrimoniales y Mixtas,0.11
2547,62.0,A,JUNCAL PATRIMONIALES,0.0,481.0,62.0434679334965,62.7961708538566,70.0147563164112,73.5064743229758,34.1860755653701,492.118166666667,118.73095771249261,2012-12,Patrimoniales y Mixtas,0.0
2548,63.0,A,LATITUD SUR ,0.0713586470075974,77.0,43.9841621612348,132.710560080774,135.981010077041,102.802862366343,45.5996142523884,15.9404625240516,7.548693065533852,2012-12,Patrimoniales y Mixtas,0.1
2549,64.0,A,LIBERTY ,0.743411826057832,1808.0,48.5536836102794,104.230792779456,104.230792779456,71.6834098128559,38.1787228690376,3.20290919967734,88.36526185989509,2012-12,Patrimoniales y Mixtas,1.09
2550,65.0,A,LIDERAR ,0.93397836196103,3996.0,36.9323861884052,119.726374925287,123.839549411953,108.85688661275,60.4178698537565,9.02200149417384,11.113788838259921,2012-12,Patrimoniales y Mixtas,1.37
2551,66.0,C,LUZ Y FUERZA,0.0363224020703426,243.0,18.8253418813263,175.837257892684,201.229738580535,168.92468229618,74.8737614244721,41.9313969437577,32.62619887177167,2012-12,Patrimoniales y Mixtas,0.05
2552,67.0,A,MAPFRE,2.5954305951262,3998.0,54.5093870009761,165.907353478087,175.626387198357,102.199977469375,40.6348704589304,11.5247405916481,1.3443708489459196,2012-12,Patrimoniales y Mixtas,3.82
2553,68.0,A,MERCANTIL ANDINA,1.47262870933325,2218.0,43.7195289765092,86.3970054845714,93.7730603419359,70.9616611033505,48.9602116696364,27.0199397726154,32.16778298799497,2012-12,Patrimoniales y Mixtas,2.17
2554,69.0,A,MERIDIONAL,2.31792076679482,4587.0,58.0472992968717,144.282605994756,150.456041787229,75.8729075619521,31.2413436691834,16.039881283006,8.889711279636074,2012-12,Patrimoniales y Mixtas,3.41
2555,70.0,A,METROPOL,0.0339489974798989,477.0,51.391540883843,136.193152088769,152.406861313734,98.8874939528694,47.436003110922,19.4565374256276,0.0,2012-12,Patrimoniales y Mixtas,0.05
2556,71.0,A,NACIÓN ,2.73529896086632,2054.0,40.1707175837334,136.802002442651,136.802002442651,94.5997066246066,52.1522012425641,1.04673542776896,29.17259818787896,2012-12,Patrimoniales y Mixtas,4.02
2557,72.0,A,NATIVA,0.0806688195163177,250.0,29.8366494176555,142.305657969727,143.201739947313,107.380803417736,63.3020162316724,12.0112333333333,77.86358220393252,2012-12,Patrimoniales y Mixtas,0.12
2558,73.0,A,NIVEL,0.0464583311796403,237.0,24.2887394153961,83.9536303539512,115.785869292863,99.2133527325114,67.2502672261695,39.0161358153648,110.70631342895193,2012-12,Patrimoniales y Mixtas,0.07
2559,74.0,A,NOBLE ,0.0656331987629922,945.0,39.5330611152701,111.111066639233,111.111066639233,79.8686062358546,52.4616497962541,75.7944222222222,15.315636733636502,2012-12,Patrimoniales y Mixtas,0.1
2560,75.0,A,NORTE,0.378412762389281,777.0,32.6056507074066,150.705726434105,151.376288803169,110.948364301014,62.096340115219,116.123572635472,29.17516617809238,2012-12,Patrimoniales y Mixtas,0.56
2561,76.0,C,NUEVA,0.22843035955387,1765.0,32.608169543004,137.72036355659,137.72036355659,101.291113186789,56.7695645350879,115.937340474058,29.47073038298737,2012-12,Patrimoniales y Mixtas,0.34
2562,77.0,A,ORBIS,0.489947353625601,4007.0,46.4305495084499,78.3041392320104,93.6611952189607,67.3335572949599,42.2272981519827,8.66073772576585,0.0,2012-12,Patrimoniales y Mixtas,0.72
2563,78.0,A,PARANÁ,0.545601583306931,3655.0,35.1690306803897,95.1338063454478,97.7581871770502,94.9775942973793,39.7777496628586,11.7650869123346,13.607575612400545,2012-12,Patrimoniales y Mixtas,0.8
2564,79.0,A,PERSEVERANCIA,0.372816174092567,1656.0,39.8393013937505,101.299308512182,105.336413453045,80.6301142935063,50.8287911738032,23.3520943889018,28.03921067247689,2012-12,Patrimoniales y Mixtas,0.55
2565,80.0,A,PREVINCA ,0.048724547710608,2.0,36.3460826444636,304.710801267009,353.740888395509,203.999791727252,47.4585279445154,20.2188833333333,6.6230037415029175,2012-12,Patrimoniales y Mixtas,0.07
2566,81.0,C,PRODUCTORES DE FRUTAS,0.0466510065842065,99.0,30.7658017759747,145.375115577842,145.713937327715,105.506382349094,56.3477252124911,1.13452043131674,20.68616623995317,2012-12,Patrimoniales y Mixtas,0.07
2567,82.0,A,PROGRESO ,0.106109826685633,1256.0,38.2628961783626,63.6748142304291,100.593627879181,79.4996206884872,55.9496904938652,2.5403132819831,7.817138676493708,2012-12,Patrimoniales y Mixtas,0.16
2568,83.0,A,PROVINCIA ,2.26112080962447,7029.0,36.5511520244102,112.109361135314,112.136422302947,93.1364508143451,58.9066248227942,25.5098094441467,33.253980153614286,2012-12,Patrimoniales y Mixtas,3.33
2569,84.0,A,PRUDENCIA,0.174313701875591,1713.0,37.1791478070768,111.580071789124,112.452984266835,110.710034638838,46.19964454348,41.7029722222222,10.72460781318263,2012-12,Patrimoniales y Mixtas,0.26
2570,85.0,C,RÍO URUGUAY,0.342141895912358,741.0,49.7330388307378,103.570898966867,133.212665270635,100.838487454762,30.742828273268,66.3843143291665,16.08054882966615,2012-12,Patrimoniales y Mixtas,0.5
2571,86.0,A,ROYAL & SUN ALLIANCE,1.43490917800663,1868.0,57.0699988196061,143.060363508486,143.078802719056,75.6768546276798,39.4463278346193,52.0450429637201,22.06314924184133,2012-12,Patrimoniales y Mixtas,2.11
2572,87.0,C,SAN CRISTÓBAL,2.85063662522849,6026.0,28.8199710759748,195.170332228377,195.176920047047,136.374708248965,66.9622355207643,137.515525884273,39.192645250251815,2012-12,Patrimoniales y Mixtas,4.19
2573,88.0,C,SANCOR,4.37864487895362,2980.0,41.6912957387352,126.306193430557,127.537620469077,108.949995952629,44.9522538253229,48.267278164866,12.417012708097381,2012-12,Patrimoniales y Mixtas,6.44
2574,89.0,A,SANTANDER RÍO ,0.77261668468989,202.0,16.9584378524713,519.488070055324,519.488070055324,419.933913845617,75.3188124089539,131.816609545133,41.893282951356824,2012-12,Patrimoniales y Mixtas,1.14
2575,90.0,C,SEGUNDA ,2.07968414764876,4446.0,34.9632080221069,126.288212073402,127.779052696285,101.661301507689,57.4021593611758,72.857067547477,159.84298038597868,2012-12,Patrimoniales y Mixtas,3.06
2576,91.0,C,SEGURCOOP,0.443655605106518,1683.0,46.9578087139964,318.783243285465,318.783243285465,135.27522137395,48.2929004148402,164.938191969439,27.017201217504915,2012-12,Patrimoniales y Mixtas,0.65
2577,92.0,C,SEGUROMETAL,0.262351720790089,1025.0,39.9044416255245,143.547745423486,148.561516153529,109.137373345895,49.468595926687,135.363955029396,359.5943100720121,2012-12,Patrimoniales y Mixtas,0.39
2578,93.0,A,SEGUROS MÉDICOS,0.0438158676050003,1941.0,22.9492568150695,104.853382916763,104.853382916763,107.803921774878,59.6869148713161,64.8437201682286,0.0,2012-12,Patrimoniales y Mixtas,0.06
2579,94.0,A,SMG,0.71922476431031,1748.0,46.5987869204803,48.8001438981286,128.380857250812,87.0236403691221,49.4971948752584,154.150815214323,1.9615066735282727,2012-12,Patrimoniales y Mixtas,1.06
2580,95.0,A,SMSV ,0.0776756906361813,1.0,16.3487705205289,324.995193811801,324.995193811801,169.181226686016,79.0479740956204,28.5704936092859,6.120527664850808,2012-12,Patrimoniales y Mixtas,0.11
2581,96.0,A,SOL NACIENTE,0.170094827234029,17.0,22.4664929338803,201.132628953203,247.376338392858,141.54196762824,72.5490401795645,40.0909537377596,5.949067075849361,2012-12,Patrimoniales y Mixtas,0.25
2582,97.0,C,SUMICLI,0.000742994619931217,0.0,11.0304882158665,0.0,0.0,0.0,80.6990945651441,130.318933333333,0.0,2012-12,Patrimoniales y Mixtas,0.0
2583,98.0,A,SURCO,0.132426029614757,408.0,42.1325115225595,164.984412621231,170.004953145693,129.34554368708,50.84248731847,35.7385042927557,74.05612145850701,2012-12,Patrimoniales y Mixtas,0.19
2584,99.0,A,TESTIMONIO ,0.139274857359944,10.0,42.2157873607795,363.112938128309,363.112938128309,133.147040485739,39.3998634592009,11.1916121212121,480.5904980542568,2012-12,Patrimoniales y Mixtas,0.2
2585,100.0,A,TPC,0.068276928059773,1236.0,73.2427753608594,80.4585461872545,84.4569235116384,56.289134980714,17.6524159197987,54.6625333333333,3.434121344232988,2012-12,Patrimoniales y Mixtas,0.1
2586,101.0,C,TRIUNFO,0.18816449402175,943.0,40.9435583981075,140.675480132611,181.147450312687,157.325496975871,52.1157952492212,124.921628962633,7.836293054956569,2012-12,Patrimoniales y Mixtas,0.28
2587,102.0,A,VICTORIA,0.27693005159513,691.0,45.4818453521461,125.235911546407,130.664015260262,87.9020619653987,50.2265593805397,222.341092466212,7.784121974504493,2012-12,Patrimoniales y Mixtas,0.41
2588,103.0,A,VIRGINIA,0.0929504123291603,5.0,36.6247071867713,0.0,0.0,120.279026233357,60.6021976085083,66.7927885845344,8.50100974813678,2012-12,Patrimoniales y Mixtas,0.14
2589,104.0,A,WARRANTY,0.00583911428572128,0.0,73.2421755480743,285.387476590137,696.410054102795,94.7168293900982,22.3020790960696,3.87565935751963,2.554072750559346,2012-12,Patrimoniales y Mixtas,0.01
2590,105.0,A,XL INSURANCE,0.0,39.0,2.1750855260456,625.754919852608,625.754919852608,625.754919852608,80.0779828900662,147.374933333333,0.0,2012-12,Patrimoniales y Mixtas,0.0
2591,106.0,A,ZURICH,2.13990593090576,5294.0,43.882848285488,138.869835310253,141.080828433268,98.3260187688684,51.4232380711913,45.8932004681734,3.4141309965625237,2012-12,Patrimoniales y Mixtas,3.15
2592,1.0,A,ACE,0.777723262102307,347.0,57.1620383013003,268.620718081449,268.620718081449,112.359282750963,32.15277988045,11.1494458883389,32.1727956321426,2012-09,Patrimoniales y Mixtas,1.16
2593,2.0,A,AFIANZADORA,0.108809613893742,9.0,69.7901930247821,426.726966763463,426.726966763463,121.402254204876,22.3386469376075,40.9127229087683,0.0,2012-09,Patrimoniales y Mixtas,0.16
2594,3.0,C,AGROSALTA,0.0525975716031858,852.0,88.1897163103504,71.8288691659667,73.96444958921,66.1804633966819,11.4226572036767,0.0,16.7995584539204,2012-09,Patrimoniales y Mixtas,0.08
2595,4.0,A,ALBA,0.0615290922847287,60.0,56.1159572240245,229.867978123363,261.577927787307,189.213785782045,38.372100745683,168.767141837548,63.7782823354364,2012-09,Patrimoniales y Mixtas,0.09
2596,5.0,A,ALLIANZ,1.67179268105527,2007.0,46.5834291045037,171.176974418436,171.627249856026,118.881453860657,42.2549468514971,35.7434339063201,1.64796496652072,2012-09,Patrimoniales y Mixtas,2.5
2597,6.0,A,ANTÁRTIDA,0.121995682305675,1130.0,61.6397377080003,19.6994277397042,60.5678236147358,54.7725110962943,27.7760208525005,0.516962129046676,5.03809298764841,2012-09,Patrimoniales y Mixtas,0.18
2598,7.0,A,ARGOS,0.0815907960831689,1619.0,30.9035391154527,91.1845407642694,92.4703352984094,84.085585867425,65.937062051931,161.06402,16.3328060228007,2012-09,Patrimoniales y Mixtas,0.12
2599,8.0,A,ASEGURADORA FEDERAL ,0.737227322408815,4320.0,60.649235243764,72.9481487567199,76.8097611083887,59.1806744143493,23.528342370719,4.45057731351194,17.5033093587308,2012-09,Patrimoniales y Mixtas,1.1
2600,9.0,A,ASEGURADORA TOTAL,0.128687444812505,344.0,16.0784236571114,112.916715515507,125.456210348196,115.064373049987,67.9214221643367,37.6300506746017,21.9831834484027,2012-09,Patrimoniales y Mixtas,0.19
2601,10.0,A,ASEGURADORES DE CAUCIONES,0.106427315472793,137.0,51.2161334864945,195.177653398846,214.8061023874,133.830914528588,29.3342145169593,24.3237549440993,2.02598722958874,2012-09,Patrimoniales y Mixtas,0.16
2602,11.0,C,ASOCIACIÓN MUTUAL DAN,0.0,0.0,1.52358556391246,0.0,0.0,0.0,86.6378492251064,137.297166666667,0.0,2012-09,Patrimoniales y Mixtas,0.0
2603,12.0,A,ASOCIART RC,0.0164768071836887,0.0,8.45924101865311,285.537150132039,285.537150132039,247.539386034778,90.7484447714305,1.72765128205128,39.0812389147491,2012-09,Patrimoniales y Mixtas,0.02
2604,13.0,A,ASSEKURANSA,0.0207067448492809,1.0,27.7945981259307,0.0,0.0,460.994730957501,30.2624128391387,5.254734534506,271.622254985644,2012-09,Patrimoniales y Mixtas,0.03
2605,14.0,A,ASSURANT,1.08962379350011,127.0,20.5903468889613,0.0,0.0,192.744963276994,76.8586603768106,62.1182310604914,87.3845368868518,2012-09,Patrimoniales y Mixtas,1.63
2606,15.0,A,BBVA CONSOLIDAR ,0.843145111013874,244.0,47.9512283615748,293.992450359979,297.680401558591,131.075327811976,50.5414820451772,87.099412789002,35.1715791002296,2012-09,Patrimoniales y Mixtas,1.26
2607,16.0,A,BENEFICIO ,0.0347707265791159,2.0,53.3150956690493,453.783695707894,453.783695707894,163.458557513203,38.309472838875,8.44391603414739,10.8783880296965,2012-09,Patrimoniales y Mixtas,0.05
2608,17.0,A,BERKLEY,0.770944467939938,449.0,30.0144768314254,317.563859049339,324.854880323132,224.043420388112,67.283559662835,121.335877136398,23.4058440848164,2012-09,Patrimoniales y Mixtas,1.15
2609,18.0,C,BERNARDINO RIVADAVIA,1.85461088135691,4762.0,49.2042933811721,117.391539822821,117.766628443531,79.6048282480072,37.3501536016262,74.5311391489254,85.3562551492837,2012-09,Patrimoniales y Mixtas,2.77
2610,19.0,A,BHN,0.0808278733064989,2.0,44.3888924108471,855.182315112962,855.182315112962,224.541570576281,53.5924616362395,133.834676316657,2.20264318318368,2012-09,Patrimoniales y Mixtas,0.12
2611,20.0,A,BOSTON,0.421560148179366,1897.0,70.595058660819,79.8122711147743,83.1816733301672,43.0578607497204,16.9869868761167,20.1612742878575,2.78872644978941,2012-09,Patrimoniales y Mixtas,0.63
2612,21.0,A,BRADESCO,0.0,48.0,35.4781955618213,316.996216564331,316.996216564331,316.996216564331,55.7484097641762,173.612666666667,25.7443953799201,2012-09,Patrimoniales y Mixtas,0.0
2613,22.0,O,CAJA DE TUCUMÁN,0.247291428395626,570.0,11.1385748809166,168.663368950245,168.663368950245,148.984859660663,80.2235455554944,104.949442295885,67.2954687579782,2012-09,Patrimoniales y Mixtas,0.37
2614,23.0,A,CAJA GENERALES,5.78831967897207,16958.0,23.7416816008205,117.484386941905,123.470254452614,112.752666727669,67.4041642056702,62.1325636824359,8.89130181280342,2012-09,Patrimoniales y Mixtas,8.65
2615,24.0,A,CALEDONIA,0.0,32.0,44.7147441607964,179.129869704227,179.129869704227,179.129869704227,43.6457402175107,35.9427543878507,0.0,2012-09,Patrimoniales y Mixtas,0.0
2616,25.0,A,CAMINOS PROTEGIDOS,0.0178635205352071,16.0,8.67247062607612,410.389180175479,556.804486447699,397.378473043111,88.1926080736737,44.0912555555556,79.6845872534617,2012-09,Patrimoniales y Mixtas,0.03
2617,26.0,A,CARDIF ,1.44521575579013,40.0,36.1085295183861,468.60402428893,468.60402428893,294.629584026871,60.0642035963677,32.7340829007168,0.0,2012-09,Patrimoniales y Mixtas,2.16
2618,27.0,A,CARUSO,0.408594827364633,212.0,7.18764622970926,467.690584793021,467.690584793021,371.60081191785,84.8689512353167,229.66407480993,41.7699915193771,2012-09,Patrimoniales y Mixtas,0.61
2619,28.0,A,CESCE,0.00575395805770553,2.0,59.0532890545197,921.302801168912,921.302801168912,182.044980680301,20.9250593644566,137.065933333333,3.64048330534238,2012-09,Patrimoniales y Mixtas,0.01
2620,29.0,A,CHUBB,0.422365824953972,176.0,42.1546185708777,506.090983989204,506.090983989204,178.524700115264,53.1968269944694,394.357580067526,54.0442879069916,2012-09,Patrimoniales y Mixtas,0.63
2621,30.0,E,COFACE,0.309780275519806,3.0,25.9573361051924,0.0,0.0,258.607990677367,72.5288871387378,580.756601895506,6.61593095544171,2012-09,Patrimoniales y Mixtas,0.46
2622,31.0,A,COMARSEG,0.000227068362039304,0.0,33.5032952199639,478.413396648822,478.413396648822,450.158410281481,52.0440053615614,34.0048761904762,31.3733449673125,2012-09,Patrimoniales y Mixtas,0.0
2623,32.0,A,COMERCIO,0.962713608853922,2739.0,46.4313087027899,105.483465032598,106.642710689807,73.7623580542206,49.9277285121323,34.6117935611472,22.7049419731914,2012-09,Patrimoniales y Mixtas,1.44
2624,33.0,A,CONFLUENCIA,0.0,0.0,0.864193364754135,0.0,0.0,0.0,96.3543620679502,10.6301001643868,0.0,2012-09,Patrimoniales y Mixtas,0.0
2625,34.0,A,CONSTRUCCIÓN,0.00522888770778536,162.0,34.5576909726702,176.977910980645,185.67440625497,178.084622486031,64.8617846759541,8.98168484848485,4.06251179097703,2012-09,Patrimoniales y Mixtas,0.01
2626,35.0,C,COOP. MUTUAL PATRONAL,0.505430403731893,648.0,37.8757188449739,197.567668791598,199.580839725033,121.982256934731,55.465413884599,75.5750358644128,169.875120014639,2012-09,Patrimoniales y Mixtas,0.76
2627,36.0,C,COPAN,0.0694937943759966,618.0,32.2365336018778,126.504746022825,131.08309215793,108.472220806983,54.2784471920862,158.906784085494,48.6582625270799,2012-09,Patrimoniales y Mixtas,0.1
2628,37.0,A,COSENA,0.0317174095175971,6.0,45.6816835316579,467.906942214716,467.906942214716,169.869192614846,38.4265134016728,14.6863857260702,0.0,2012-09,Patrimoniales y Mixtas,0.05
2629,38.0,A,CRÉDITOS DEL MERCOSUR,0.0,0.0,12.4788373050914,0.0,0.0,0.0,75.1488432271924,11.3330751795269,0.0,2012-09,Patrimoniales y Mixtas,0.0
