,Nº,NJ,Denominación,ProducciónTotal,CantidaddeJuicios,(Créditos/Activos),(Dispon.+Invers.)/Deudasc/Aseg.,(Dispon.+Invers.+Inmuebles)/Deudasc/Aseg.,(Dispon.+Invers.+Inmueb.)/(Deudasc/Aseg.+Comp.Técn.),(Inversiones+Inmuebles)/Activos,Superávit/CapitalRequerido,(Dispon.+Invers.)/CompromisosExigibles,Fecha,Categoría,% Mercado
561,89.0,A,QBE BUENOS AIRES,2.18212541842561,4704.0,38.7851770857661,128.231142060808,128.231142060808,90.8131678153791,57.3807036288808,16.8911444507954,7.89795954913439,2017-06,Patrimoniales y Mixtas,3.19
562,90.0,A,QUALIA,0.255871571305086,0.0,10.8179954696909,820.766604706825,820.766604706825,820.759110575132,86.8269901383083,23.5578601458437,134.462370272286,2017-06,Patrimoniales y Mixtas,0.37
563,91.0,C,RÍO URUGUAY,0.673266415351213,1278.0,57.331283982561,120.965858581187,183.041974032981,98.0826646099151,29.222139610148,107.370948818671,25.0416442445462,2017-06,Patrimoniales y Mixtas,0.98
564,92.0,C,SAN CRISTÓBAL,2.98170769906549,6196.0,29.4546580524577,250.802207334588,250.802207334588,164.587316689757,65.9497653782432,262.415286040115,60.0209153618104,2017-06,Patrimoniales y Mixtas,4.35
565,93.0,C,SANCOR,4.43536233417685,3257.0,28.3422817653751,219.191894316627,228.862163450467,179.053744798797,59.6674993089646,27.3541479638958,24.5189887143037,2017-06,Patrimoniales y Mixtas,6.47
566,94.0,C,SEGUNDA,2.30785152933419,4542.0,31.5762333826144,195.837982682846,198.591468667583,147.437685141428,60.978459788327,227.992893727352,93.7515356910192,2017-06,Patrimoniales y Mixtas,3.37
567,95.0,C,SEGURCOOP,0.313258420972175,1502.0,32.7379413292641,166.120179070459,168.639473323767,137.079694251882,64.2559013804715,102.399730823928,3.93816227431912,2017-06,Patrimoniales y Mixtas,0.46
568,96.0,C,SEGUROMETAL,0.201451683824832,1249.0,29.6147682872694,157.997248290581,164.150043708362,134.879266750189,56.8662985860047,203.632635062047,165.822021777572,2017-06,Patrimoniales y Mixtas,0.29
569,97.0,A,SEGUROS MÉDICOS,0.0423025885843308,3997.0,25.0901872831939,91.4086625556045,91.4086625556045,95.7103598359093,53.3259713998209,36.8365643197257,38.9034517144876,2017-06,Patrimoniales y Mixtas,0.06
570,98.0,A,SMG,0.720226984985849,3067.0,39.3061589438537,64.5590924821295,139.546496257732,103.925512659531,56.530331850431,251.221742265329,9.52282824052115,2017-06,Patrimoniales y Mixtas,1.05
571,99.0,A,SMSV,0.13225530365144,0.0,8.73063097743306,309.212051397231,309.212051397231,139.766626283571,88.9338993301867,13.2817311435878,9.0602305858213,2017-06,Patrimoniales y Mixtas,0.19
572,100.0,A,SOL NACIENTE,0.159188170357547,15.0,40.5387042427441,590.494883674685,631.51392586228,185.047439273652,57.7491230683106,85.0960707973702,26.3664767828638,2017-06,Patrimoniales y Mixtas,0.23
573,101.0,E,STARR,0.0126047167975194,0.0,29.0052126687701,0.0,0.0,752.023013727416,60.5003532706017,251.267422222222,2.18862588155341,2017-06,Patrimoniales y Mixtas,0.02
574,102.0,C,SUMICLI,0.00173470501257554,0.0,13.7353306271056,0.0,0.0,0.0,55.1106657194663,289.706916666667,0.0,2017-06,Patrimoniales y Mixtas,0.0
575,103.0,A,SUPERVIELLE,0.292313626306611,1.0,24.87597181386,460.361890476244,460.361890476244,491.290164487342,68.9036408810503,119.220161631882,17.5370161845349,2017-06,Patrimoniales y Mixtas,0.43
576,104.0,A,SURA,2.15129058229034,5749.0,48.8195824238368,132.311842603096,132.460321055,86.1941178484601,47.7339947780238,28.6533343485295,20.5397842900206,2017-06,Patrimoniales y Mixtas,3.14
577,105.0,A,SURCO,0.0791840310055606,408.0,28.4326240425117,167.129736050331,188.599242928249,179.762325141832,61.0201981604515,51.6365111111111,0.0,2017-06,Patrimoniales y Mixtas,0.12
578,106.0,A,TESTIMONIO,0.0836944193556848,37.0,33.0463386766983,215.977640134078,216.97190642253,118.881467327964,57.6740205562359,50.9652963877997,221.619835497017,2017-06,Patrimoniales y Mixtas,0.12
579,107.0,A,TPC,0.0481007340070245,1839.0,58.911073945859,64.4096497829358,64.4096497829358,79.3020590161126,24.9945091141874,6.93964545454545,7.11591677874827,2017-06,Patrimoniales y Mixtas,0.07
580,108.0,A,TRAYECTORIA SEGUROS,0.00843337338812693,2.0,12.3271811465186,762.393239414727,762.393239414727,416.612187334214,80.0323301467273,47.9407,42.7764110815175,2017-06,Patrimoniales y Mixtas,0.01
581,109.0,C,TRIUNFO,0.322979498166488,1755.0,32.933732414073,205.670483271077,216.920867706544,183.413681412269,59.2838568910744,394.833664371543,69.6805624583035,2017-06,Patrimoniales y Mixtas,0.47
582,110.0,A,TUTELAR,0.00493396740919947,0.0,9.88600358930569,981.993935222368,0.0,702.49591630154,87.3635379767433,188.893140740741,8.22662760421069,2017-06,Patrimoniales y Mixtas,0.01
583,111.0,A,VICTORIA,0.222694467539317,1385.0,34.5530205740144,116.99028393213,170.760519878764,126.85639227491,61.8261630965138,202.939650588902,8.6910559646794,2017-06,Patrimoniales y Mixtas,0.33
584,112.0,A,VIRGINIA,0.117977971342354,14.0,25.2869474033034,945.89030307908,945.89030307908,120.702690885968,61.3691152004453,391.838739273048,28.4296382372158,2017-06,Patrimoniales y Mixtas,0.17
585,113.0,A,WARRANTY,0.0,0.0,25.0802939149927,0.0,0.0,0.0,72.9138044484072,4.13421666666667,69.5336380684482,2017-06,Patrimoniales y Mixtas,0.0
586,114.0,A,XL INSURANCE,0.0,26.0,5.61355045922595,0.0,0.0,0.0,46.989806486841,-3.88953333333333,0.0,2017-06,Patrimoniales y Mixtas,0.0
587,115.0,A,ZURICH,2.0420289676937,3216.0,39.2558022380976,119.488062588078,126.09712894321,98.1233016879676,58.4675990694004,102.829794429945,24.5999438634577,2017-06,Patrimoniales y Mixtas,2.98
588,116.0,A,ZURICH SANTANDER,0.836643817439228,54.0,33.6070467783812,520.399929478092,520.399929478092,341.602075686108,63.4956216379957,82.642983667235,32.3504293453022,2017-06,Patrimoniales y Mixtas,1.22
589,1.0,A,ACE,0.760287962205746,497.0,42.4009360300719,251.123614559927,251.123614559927,137.069992425009,46.2057321730727,43.4944820665831,34.5689139341698,2017-03,Patrimoniales y Mixtas,1.11
590,2.0,A,AFIANZADORA,0.0866151977845796,21.0,58.5554266683651,986.074121291045,986.074121291045,206.63765314017,33.1208123049126,1.60628752557799,0.0,2017-03,Patrimoniales y Mixtas,0.13
591,3.0,C,AGROSALTA,0.100582475734731,2814.0,72.545952438678,182.870595830011,191.863361656041,152.372917469056,26.4695789971314,0.0,60.8197720921042,2017-03,Patrimoniales y Mixtas,0.15
592,4.0,A,ALBA,0.0491139533081016,45.0,55.8752122423561,248.292933488218,251.575358031369,185.948745231862,26.9030810481502,144.372355555556,0.0,2017-03,Patrimoniales y Mixtas,0.07
593,5.0,A,ALLIANZ,2.87092248912271,3169.0,32.2874459956689,177.326051991873,177.363722381751,130.197210684759,64.4614231631711,96.2447339888745,9.81659312953051,2017-03,Patrimoniales y Mixtas,4.19
594,6.0,A,ANTÁRTIDA,0.0791171300003238,758.0,39.4686854766217,52.2120825819026,84.398728559747,140.127972074077,23.768180799636,-13.3191666666667,1.26412349368324,2017-03,Patrimoniales y Mixtas,0.12
595,7.0,A,ARGOS,0.0418072985941089,1234.0,14.9727831874613,118.085606761875,120.385280451277,113.811327642061,79.4580795412925,40.9646527777778,18.5686630958603,2017-03,Patrimoniales y Mixtas,0.06
596,8.0,A,ASEGURADORA TOTAL,0.259172840100048,984.0,18.6186636138718,123.396434241071,125.809354840343,106.341229496426,77.6001873564388,12.0346728386612,34.2072736135684,2017-03,Patrimoniales y Mixtas,0.38
597,9.0,A,ASEGURADORES DE CAUCIONES,0.0971285378169713,69.0,62.868950229628,321.381513051337,325.684168352856,111.687308459336,29.0366889266932,7.04660925648361,1.77051818343425,2017-03,Patrimoniales y Mixtas,0.14
598,10.0,C,ASOCIACIÓN MUTUAL DAN,0.0088189878242803,0.0,7.67597611219034,0.0,0.0,0.0,85.2701118078345,263.1769,0.0,2017-03,Patrimoniales y Mixtas,0.01
599,11.0,A,ASOCIART RC,0.00497972787378093,14.0,4.56969062461119,724.441914377258,724.441914377258,573.533040830479,93.5707664206873,281.380477777778,21.9659415888078,2017-03,Patrimoniales y Mixtas,0.01
600,12.0,A,ASSEKURANSA,0.0196757806297745,4.0,29.4508156183699,610.604958968838,610.604958968838,372.899732915684,53.0783587314129,7.64956666666667,0.0,2017-03,Patrimoniales y Mixtas,0.03
601,13.0,A,ASSURANT,0.932410746496907,39.0,53.1994303220377,288.655161475918,288.655161475918,132.642370571644,41.3752524618219,48.3248500481123,16.0750519087014,2017-03,Patrimoniales y Mixtas,1.36
602,14.0,A,BBVA CONSOLIDAR,0.824851504146677,272.0,43.0111113666695,439.782844452227,448.927496192715,164.4894865075,56.2528497542101,196.100382846551,509.575894160333,2017-03,Patrimoniales y Mixtas,1.2
603,15.0,A,BENEFICIO,0.0293230336982071,2.0,49.4364216819413,436.639398413212,436.639398413212,185.795185364685,33.9985445419791,34.20310160651,19.3213721786272,2017-03,Patrimoniales y Mixtas,0.04
604,16.0,A,BERKLEY,0.548669652741372,676.0,21.6790712271771,308.072902404897,324.932216385231,240.996191298507,75.0671279529368,256.715400163868,46.9801344682151,2017-03,Patrimoniales y Mixtas,0.8
605,17.0,C,BERNARDINO RIVADAVIA,2.62862580476688,10335.0,35.3157963957125,146.837959767403,147.310775342431,108.048469116989,61.6883518886917,155.885239429488,114.775666154772,2017-03,Patrimoniales y Mixtas,3.84
606,18.0,A,BHN,0.219612725430781,7.0,37.0989612970849,917.022455977861,917.022455977861,313.705930637712,61.8375071006755,93.4868967667151,2.61336637791302,2017-03,Patrimoniales y Mixtas,0.32
607,19.0,A,BOSTON,0.550842200783564,2678.0,43.6772655684092,93.5678651242719,110.710767093755,84.8069984630067,46.5157162114809,44.2011904365632,15.9738823517591,2017-03,Patrimoniales y Mixtas,0.8
608,20.0,A,BRADESCO,0.0,27.0,0.691379291427853,0.0,0.0,0.0,12.8482902713477,266.765688888889,42.3069440347091,2017-03,Patrimoniales y Mixtas,0.0
609,21.0,O,CAJA DE TUCUMÁN,0.216458696216531,771.0,10.1323772681772,159.474796604282,159.474796604282,141.693338560351,77.8770909657477,194.238677931489,62.9237459147017,2017-03,Patrimoniales y Mixtas,0.32
610,22.0,A,CAJA GENERALES,5.7725843051396,17095.0,20.7112737600866,135.165399603155,136.658358212781,125.151186471755,73.705082390905,24.4700838227878,19.1295612510016,2017-03,Patrimoniales y Mixtas,8.43
611,23.0,A,CALEDONIA,0.230102828835263,83.0,56.611931399261,65.2308923522299,65.2308923522299,56.1943178589782,26.4967467445285,-94.1566045539972,3.6036702561914,2017-03,Patrimoniales y Mixtas,0.34
612,24.0,A,CAMINOS PROTEGIDOS,0.0276112542664778,50.0,11.776837802097,533.64450373601,533.64450373601,497.991373258159,56.2594430956255,52.4696648148148,96.2993897522175,2017-03,Patrimoniales y Mixtas,0.04
613,25.0,A,CARDIF,0.974345422153807,33.0,22.1196809961164,571.073307419419,571.073307419419,247.669329279236,74.43565186305,47.1076985616178,36.8819639051143,2017-03,Patrimoniales y Mixtas,1.42
614,26.0,A,CARUSO,0.338484860404536,238.0,6.27198911433489,790.533723252702,790.533723252702,625.440401620889,85.6730344687389,354.987081495827,49.9489634517549,2017-03,Patrimoniales y Mixtas,0.49
615,27.0,A,CESCE,1.81790579749515e-05,5.0,38.032298163977,0.0,0.0,843.082352228947,50.9543819211168,21.2672111111111,0.0,2017-03,Patrimoniales y Mixtas,0.0
616,28.0,A,CHUBB,0.256139781033836,257.0,47.5710785114849,365.278454699243,365.278454699243,175.323291524743,42.6679555513014,387.528973201716,96.7085901379473,2017-03,Patrimoniales y Mixtas,0.37
617,29.0,A,CNP,0.281555946076992,22.0,11.5636917319773,0.0,0.0,229.98385732458,82.6085091943733,117.528649849228,17.361093872352,2017-03,Patrimoniales y Mixtas,0.41
618,30.0,E,COFACE,0.0240002101726433,4.0,32.3961053520774,478.348314645385,478.348314645385,158.659286347497,65.0149272505876,264.092267899907,34.5220528441117,2017-03,Patrimoniales y Mixtas,0.04
619,31.0,A,COLON,0.137046881772223,0.0,23.2429436248625,726.682048565793,726.682048565793,288.425333599622,68.7585624958776,89.4152112526195,497.931670343133,2017-03,Patrimoniales y Mixtas,0.2
620,32.0,A,COMARSEG,0.0,0.0,1.99919168721299,0.0,0.0,0.0,87.3283999400592,61.6695166666667,25.517082776295,2017-03,Patrimoniales y Mixtas,0.0
621,33.0,A,CONFIAR,0.0048033762220507,0.0,9.8314045102037,990.612198843205,0.0,0.0,76.0078540337778,-7.82393939393939,43.0245500995044,2017-03,Patrimoniales y Mixtas,0.01
622,34.0,A,CONFLUENCIA,2.96776719858811e-07,0.0,1.5414525080362,0.0,0.0,0.0,89.697328997354,10.7705944444444,87.1073799765106,2017-03,Patrimoniales y Mixtas,0.0
623,35.0,A,CONSTRUCCIÓN,0.179233702887338,85.0,23.6932800530844,160.919784768548,211.366103508795,199.573739620648,47.5662240670874,19.8836373838902,13.3027579612533,2017-03,Patrimoniales y Mixtas,0.26
624,36.0,C,COOP. MUTUAL PATRONAL,0.530354173433091,558.0,33.5370382275246,162.164779917754,163.456908971195,113.887275304529,59.6491181977747,100.854010358679,93.6526462733801,2017-03,Patrimoniales y Mixtas,0.77
625,37.0,C,COPAN,0.0898027959082409,581.0,35.544182591008,174.731876605618,188.201454812355,144.887774043797,44.5118865772075,151.64902962963,21.7451807723655,2017-03,Patrimoniales y Mixtas,0.13
626,38.0,A,COSENA,0.035212487079463,6.0,49.4597947566159,557.363581522348,557.363581522348,243.375340575315,17.8438508779793,1.4717,0.0,2017-03,Patrimoniales y Mixtas,0.05
627,39.0,A,CREDITO Y CAUCION,0.0449146294968614,0.0,50.6970631624412,0.0,0.0,290.903164144704,45.7647330560131,93.469378459494,0.0,2017-03,Patrimoniales y Mixtas,0.07
628,40.0,A,CRÉDITOS Y GARANTÍAS,0.109907944687633,52.0,56.2379425692571,143.018269880739,143.018269880739,112.725830540855,41.7240914185685,150.872373333333,13.0737418278274,2017-03,Patrimoniales y Mixtas,0.16
629,41.0,C,DULCE,0.0169205105088839,0.0,23.956101378197,0.0,0.0,0.0,64.7716207593409,221.805226543935,0.0,2017-03,Patrimoniales y Mixtas,0.02
630,42.0,A,EQUITATIVA DEL PLATA,0.211666201807541,459.0,38.1303450114049,146.074023708465,154.386687798799,110.609614471557,38.6935012476148,43.6288965825421,15.6490019929557,2017-03,Patrimoniales y Mixtas,0.31
631,43.0,A,ESCUDO,0.268965988109336,1888.0,62.7884397944562,56.5760066235266,63.5801794757538,58.1660657173734,22.0055010461007,-142.196749113006,5.10945311280372,2017-03,Patrimoniales y Mixtas,0.39
632,44.0,A,EUROAMÉRICA,0.000891202188504951,0.0,7.32063392453078,0.0,0.0,0.0,92.2540198783131,3.04263055555556,0.0,2017-03,Patrimoniales y Mixtas,0.0
633,45.0,A,FED. PATRONAL,7.19280964624195,31518.0,18.4716141733935,163.468145511316,163.619622131192,132.471359042453,77.1582525128374,27.0685106696605,94.7995531566829,2017-03,Patrimoniales y Mixtas,10.51
634,46.0,A,FIANZAS Y CRÉDITO,0.113391349071279,6.0,79.2644110998069,660.500614937434,660.500614937434,94.9490905444372,14.4297184799032,47.4945185185185,0.0,2017-03,Patrimoniales y Mixtas,0.17
635,47.0,A,FINISTERRE,0.0059094289276417,0.0,5.61130672297535,0.0,0.0,0.0,76.9494087547333,25.771619047619,285.570876609888,2017-03,Patrimoniales y Mixtas,0.01
636,48.0,A,GALICIA,1.24510085467858,23.0,38.2023653099903,444.178768681875,447.822118346749,248.131111433226,55.6293768558945,37.3570427766684,34.6262913215632,2017-03,Patrimoniales y Mixtas,1.82
637,49.0,A,GENERALI,0.101854708564606,778.0,52.0560825366612,101.208435169542,101.208435169542,87.386532400021,36.4011241935371,10.0874142857143,3.24949473769999,2017-03,Patrimoniales y Mixtas,0.15
638,50.0,A,HAMBURGO,0.142625852295441,264.0,23.4551156843494,246.7045166118,247.705746263517,194.379271014534,23.1055821661082,116.343934660025,0.0,2017-03,Patrimoniales y Mixtas,0.21
639,51.0,A,HANSEATICA,0.0404502242248155,4.0,43.6676964745107,245.156987292811,245.156987292811,187.465092348326,30.9433129292229,127.156758333333,21.2295445028983,2017-03,Patrimoniales y Mixtas,0.06
640,52.0,A,HDI,0.426477626474799,3565.0,40.1482959017627,156.632735488109,167.517103269645,112.317086358394,53.4213347353917,28.5616163634481,22.2794347618144,2017-03,Patrimoniales y Mixtas,0.62
641,53.0,A,HOLANDO SUDAMERICANA,0.615456394596529,3163.0,35.7250290741029,115.979885930701,130.7213643663,107.306877592012,52.4191469011287,67.3385191028463,14.930830928294,2017-03,Patrimoniales y Mixtas,0.9
642,54.0,A,HORIZONTE,0.291697699397867,5619.0,72.9361994882335,28.7795553323947,42.0587772693953,42.1122653178935,21.4530613161326,-298.630868827393,1.23720370087943,2017-03,Patrimoniales y Mixtas,0.43
643,55.0,A,IAM,0.0607889140244828,10.0,26.684175126349,251.139591818346,284.739168181214,158.264172618685,37.1988232840514,35.1020083333333,8.86577401166489,2017-03,Patrimoniales y Mixtas,0.09
644,56.0,O,INST. ENTRE RÍOS,0.806246828785219,2863.0,32.423511511652,183.703285907227,218.380884757019,147.957384698507,65.3750979943395,206.704741321828,183.62581537825,2017-03,Patrimoniales y Mixtas,1.18
645,57.0,O,INSTITUTO DE JUJUY,0.0051316914039289,0.0,5.61629198750644,786.537988614985,786.537988614985,730.58827236136,70.6128005140509,46.2679333333333,52.8900622366077,2017-03,Patrimoniales y Mixtas,0.01
646,58.0,A,INSTITUTO DE SEGUROS,0.0846941526790041,161.0,20.0457488705574,436.899100133601,436.899100133601,327.198273651865,75.2232698339924,109.936427083333,0.0,2017-03,Patrimoniales y Mixtas,0.12
647,59.0,A,INSUR,0.0705105981996282,0.0,38.2430551646579,945.89816281803,945.89816281803,195.121148790308,59.0328858889003,179.35960831259,24.4073363344783,2017-03,Patrimoniales y Mixtas,0.1
648,60.0,A,INTÉGRITY,0.275840301960233,1451.0,37.2466225456986,135.66720252078,135.66720252078,111.95586199656,45.0218216185609,143.719987626468,65.4188193802249,2017-03,Patrimoniales y Mixtas,0.4
649,61.0,A,INTERACCIÓN,0.107115561154041,14.0,38.6355847531795,142.648333714586,176.997407834307,178.060617158652,58.9831819138017,113.753659316851,7.87069406898813,2017-03,Patrimoniales y Mixtas,0.16
650,62.0,A,JUNCAL PATRIMONIALES,0.0,196.0,58.1263712453587,47.9850361119267,67.5227198967026,80.5937093955996,32.5047421598884,155.162888888889,765.086578546009,2017-03,Patrimoniales y Mixtas,0.0
651,63.0,A,LATITUD SUR,0.0645034832361335,203.0,55.458601619464,64.706073257385,85.4562206081328,97.5702109302291,28.5517411909602,-10.6597869314367,5.5535088588037,2017-03,Patrimoniales y Mixtas,0.09
652,64.0,A,LIBRA,0.00603942801275292,0.0,38.9984367134601,80.6765448247756,300.722525740876,212.661461692142,53.6340040510872,-44.56972,9.50903953210697,2017-03,Patrimoniales y Mixtas,0.01
653,65.0,A,LIDER MOTOS,1.79742820382489e-05,0.0,2.75439548957527,0.0,0.0,0.0,97.0937247272849,4.94098333333333,0.0,2017-03,Patrimoniales y Mixtas,0.0
654,66.0,A,LIDERAR,0.737423846456789,16576.0,21.7762711260707,135.714419961041,138.489265158232,126.215028208074,66.811460873286,30.996901771158,31.8047647220978,2017-03,Patrimoniales y Mixtas,1.08
655,67.0,C,LUZ Y FUERZA,0.024497680665423,247.0,19.5449908633906,180.558241653982,233.874363947388,188.051360130952,77.6737852827535,45.6354261904762,58.5577842396528,2017-03,Patrimoniales y Mixtas,0.04
656,68.0,A,MAPFRE,1.69998541903182,2246.0,44.3915217197287,125.826297530114,130.521201672142,93.6514680348635,50.55306300143,29.9064539066485,2.93926420913811,2017-03,Patrimoniales y Mixtas,2.48
657,69.0,A,MERCANTIL ANDINA,2.17510441651229,2445.0,43.0684599824442,109.088093475821,118.643289433994,90.692093915813,46.4485135129849,14.0840688175141,23.5046732474902,2017-03,Patrimoniales y Mixtas,3.18
658,70.0,A,MERCANTIL ASEGURADORA,0.00750710859239842,1.0,3.26123586674821,882.242259319043,0.0,0.0,81.9355646798983,12.0191194444444,0.0,2017-03,Patrimoniales y Mixtas,0.01
659,71.0,A,MERIDIONAL,1.70075286928516,3749.0,57.3864525283098,174.680065792945,190.568621686748,94.0641086745384,34.2169977022445,142.83366141707,20.2522174912741,2017-03,Patrimoniales y Mixtas,2.48
660,72.0,A,METLIFE,0.972977530273075,473.0,15.0786838019255,831.187712183066,831.187712183066,171.62288305595,78.9253579739781,122.226289872678,128.036645134607,2017-03,Patrimoniales y Mixtas,1.42
661,73.0,A,METROPOL,0.0381754964526039,415.0,39.9418373794856,132.935792932196,169.641205198463,116.167479017858,59.3817141594578,48.2302222222222,134.913998107523,2017-03,Patrimoniales y Mixtas,0.06
662,74.0,A,NACIÓN,2.73253534686625,6532.0,33.0440826136527,191.863792207325,191.863792207325,134.276939988134,64.0335909469509,402.74365050058,16.1961034517696,2017-03,Patrimoniales y Mixtas,3.99
663,75.0,A,NATIVA,0.0835278345141671,426.0,31.6637338352393,137.775411842274,138.78532759447,110.296421978982,56.3265605889276,20.5210462962963,51.1461647397829,2017-03,Patrimoniales y Mixtas,0.12
664,76.0,A,NIVEL,0.0367435557040753,335.0,24.2039569479294,106.543780581735,139.228771832838,117.128678630332,68.5084023523579,6.81140555555556,-23.3765613513421,2017-03,Patrimoniales y Mixtas,0.05
665,77.0,A,NOBLE,0.0504909057820912,969.0,27.134404846089,109.405314014732,109.405314014732,97.8017842160539,57.0504983861955,102.9493,49.5324581529478,2017-03,Patrimoniales y Mixtas,0.07
666,78.0,A,NORTE,0.488916630932766,821.0,47.599158741094,162.063494009546,163.407323099502,95.7289284901068,47.7667475493859,100.458792658852,21.2762900131548,2017-03,Patrimoniales y Mixtas,0.71
667,79.0,C,NUEVA,0.20438124394491,1912.0,28.6807560158157,94.6833001923814,94.6833001923814,114.236807268128,44.8586676963396,94.5759923604488,31.7764642207993,2017-03,Patrimoniales y Mixtas,0.3
668,80.0,A,OPCION,0.264085809039953,0.0,28.2417079257716,218.261022687954,218.261022687954,202.755704059267,63.7326405584082,66.6017140213459,34.4499217353317,2017-03,Patrimoniales y Mixtas,0.39
669,81.0,A,ORBIS,0.827490117274526,4330.0,62.4629311573257,84.7377130150602,105.73294629236,59.3258452333414,31.6298876238878,9.44942606843947,18.2663162998053,2017-03,Patrimoniales y Mixtas,1.21
670,82.0,A,ORIGENES,0.255540895505718,4.0,22.4087696467069,476.746119897429,476.746119897429,265.207360417413,76.7247297018298,27.7864041798387,11.1150040510708,2017-03,Patrimoniales y Mixtas,0.37
671,83.0,A,PARANÁ,0.603163604599374,5185.0,38.8418445233031,90.030332918932,95.2546941796791,100.290001761971,37.6531005814382,16.5093737426632,7.57346269628335,2017-03,Patrimoniales y Mixtas,0.88
672,84.0,A,PERSEVERANCIA,0.313585941076259,1622.0,28.5119143339542,125.496577894257,130.466137745575,105.542634908235,64.0306580545666,42.7830297490999,82.3253392552437,2017-03,Patrimoniales y Mixtas,0.46
673,85.0,A,PREVINCA,0.0413183970344872,1.0,23.6130766202962,733.477429464892,812.116314479676,550.849641681753,68.7530669549766,111.202297649243,56.6452366730423,2017-03,Patrimoniales y Mixtas,0.06
674,86.0,C,PRODUCTORES DE FRUTAS,0.177246037838317,1383.0,61.6980663250293,41.2824764358238,41.2824764358238,40.1407674482266,21.3468805454935,-230.473797556942,8.78247992007363,2017-03,Patrimoniales y Mixtas,0.26
675,87.0,A,PROGRESO,0.0865374937252747,1075.0,36.780318456236,93.5181389939222,153.95825656969,104.771785928159,58.3516698694487,-2.96145388326062,3.86201738657096,2017-03,Patrimoniales y Mixtas,0.13
676,88.0,A,PROVINCIA,2.62674970797941,9971.0,38.499372382028,101.934318193165,101.988570825479,80.0307951120649,59.6856536890477,-41.8123075914911,170.651087587409,2017-03,Patrimoniales y Mixtas,3.84
677,89.0,A,PRUDENCIA,0.11962469989609,1579.0,62.5852658168432,75.9668353174331,75.9668353174331,67.4475261562122,24.4371128034323,-13.9786,7.7279581512675,2017-03,Patrimoniales y Mixtas,0.17
678,90.0,A,QBE BUENOS AIRES,2.1341495561208,4990.0,37.1420726810044,135.904997857245,135.904997857245,97.414632889285,59.3715432636698,22.9224160853779,9.11237989305769,2017-03,Patrimoniales y Mixtas,3.12
679,91.0,A,QUALIA,0.243047097646946,0.0,12.2871846438719,621.855446308159,621.855446308159,621.843914051137,86.3423784848457,119.200344171503,131.34470398637,2017-03,Patrimoniales y Mixtas,0.36
680,92.0,C,RÍO URUGUAY,0.665186936658716,1243.0,64.9274785006334,116.943855930705,149.721942398345,75.4012268899385,22.5533867451857,41.6149465388428,21.5872697496592,2017-03,Patrimoniales y Mixtas,0.97
681,93.0,C,SAN CRISTÓBAL,2.99215004249104,6500.0,28.5140294700079,230.789760611689,230.789760611689,156.257888897116,66.8596202235609,197.250748713492,58.2921438517907,2017-03,Patrimoniales y Mixtas,4.37
682,94.0,C,SANCOR,4.49733983111092,3363.0,33.2138671303764,205.020938179498,212.194920072293,165.636085572241,55.0184824455283,25.0814415021101,37.0478825144857,2017-03,Patrimoniales y Mixtas,6.57
683,95.0,C,SEGUNDA,2.34832685500296,4611.0,34.0665815430346,192.991903513015,195.168003061172,142.530187187936,57.9521694266878,209.781717683945,134.626945318819,2017-03,Patrimoniales y Mixtas,3.43
684,96.0,C,SEGURCOOP,0.349132833195892,1560.0,35.2959346813184,159.504807069924,161.97341716294,127.884707212373,61.3868327195523,87.9438198631755,6.05459219687824,2017-03,Patrimoniales y Mixtas,0.51
685,97.0,C,SEGUROMETAL,0.197223105204836,1251.0,29.1708127904992,162.066466761408,168.758422893048,139.128095113536,57.4139874037971,207.707958776976,266.611243758717,2017-03,Patrimoniales y Mixtas,0.29
686,98.0,A,SEGUROS MÉDICOS,0.043191937090515,3871.0,21.6988015451792,95.100675376341,95.100675376341,99.2056021786187,58.8220713676473,67.7678128151855,85.9434874942393,2017-03,Patrimoniales y Mixtas,0.06
687,99.0,A,SMG,0.697890877954087,2989.0,42.5361775693138,63.1854392657543,112.759024773531,84.9732757232287,52.302664117238,95.9331028721473,6.45492962759019,2017-03,Patrimoniales y Mixtas,1.02
688,100.0,A,SMSV,0.130435264286559,0.0,6.68872851612516,315.28066631287,315.28066631287,142.887434384549,90.8072120480882,7.44851255076636,8.98661275675735,2017-03,Patrimoniales y Mixtas,0.19
689,101.0,A,SOL NACIENTE,0.158508210633726,14.0,36.9547884384282,582.332083974673,626.467471979352,212.506710054152,61.0202481673519,78.7885245186025,22.9145293036361,2017-03,Patrimoniales y Mixtas,0.23
690,102.0,E,STARR,0.00927668677420389,0.0,21.9832658261941,0.0,0.0,913.023294368424,67.2464199799155,264.112061111111,4.22406957453303,2017-03,Patrimoniales y Mixtas,0.01
691,103.0,C,SUMICLI,0.00233792884784482,0.0,20.5626968952829,0.0,0.0,0.0,46.022892547308,269.56385,0.0,2017-03,Patrimoniales y Mixtas,0.0
692,104.0,A,SUPERVIELLE,0.300077455203617,2.0,20.3480103793208,560.839438122722,560.839438122722,602.1551429005,72.2192324568706,82.0804108541478,34.163229221299,2017-03,Patrimoniales y Mixtas,0.44
693,105.0,A,SURA,2.08707836643827,5457.0,46.4292636308539,139.160547440164,139.317525367659,91.8812186103908,50.1574675518476,17.7286699556597,10.2319792676265,2017-03,Patrimoniales y Mixtas,3.05
